Source,"Product 
Type",TableName,Source System FIeld Name,IMPACTED FIELD FOR RULE CODE (for DQ team reference),New_Rule_Code_Format,Data Field,Rule Description,Logic,main_table,main_column,sub_table,sub_column,dependency_table,dependency_column,rule_logic_desc
TCS,Loan and Deposit,MIS004,"MIS004.MI004_CUSTOMER_TYPE
MIS004.MI004_CUDD_TOT_INCOME
MIS004.MI004_EMPLOYMENT_TYPE","Entity Type
Income (yearly)
Employment Type",Gross_Income_Rule_1_TCS,Gross Income,"Gross income <> 0.00 or 'BLANK"" If Empl type not = to 'Unemployed' (120, 200, 116 & 003) & Empl Sec <> 'BLANK' & Occupation <> 'BLANK'",,MIS004,MIS004.MI004_CUDD_TOT_INCOME,MIS004,"MIS004.MI004_CUSTOMER_TYPE,MIS004.MI004_EMPLOYMENT_TYPE",,,Cannot be zero or blank when some columns = values or not equals value with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC 
FLACM.FLMNI1
FLACM.FLMNI2
FLACM.FLMTT1
FLACM.FLMTT2","Entity Type
Id Number 
Id Type",IDNum_Rule_1_AMS,ID Number,Id Type & Identification Num <> BLANK or contain 'DUMMY' or 'dummy' or 'Dummy',"ID type and ID number detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for ID type and ID number

Id type is stored in FLMTT1/FLMTT2 in char 3_4 (it's a shared field in source system)",FLACM,"FLACM.FLMNI1,FLACM.FLMNI2
",FLACM,"FLACM.FLMTT1,FLACM.FLMTT2",,,Cannot be blank or contain some values with Entity Type
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFSSNO
CFMAST.CFSSCD","Entity Type
Id Number 
Id Type
",IDNum_Rule_1_CLS,ID Number,Id Type & Identification Num <> BLANK or contain 'DUMMY' or 'dummy' or 'Dummy',,CFMAST,"CFMAST.CFSSNO
",CFMAST,CFMAST.CFSSCD,,,Cannot be blank or contain some values with Entity Type
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY _TYPE
FTDWM601.CB_POLICE_IC_NO
FTDWM601.CB_ARMY_IC_NO
FTDWM601.CB_BNM_ASG_ID
FTDWM601.CB_OLD_IC_NO
FTDWM601.CB_NEW_IC_NO
FTDWM601.CB_PASSP_NO","Entity Type
Id Number = All",IDNum_Rule_1_CPR,ID Number,Id Type & Identification Num <> BLANK or contain 'DUMMY' or 'dummy' or 'Dummy',,FTDWM601,"FTDWM601.CB_POLICE_IC_NO,FTDWM601.CB_ARMY_IC_NO,FTDWM601.CB_BNM_ASG_ID,FTDWM601.CB_OLD_IC_NO,FTDWM601.CB_NEW_IC_NO,FTDWM601.CB_PASSP_NO",,,,,Cannot be blank or contain some values with Entity Type
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.C1ICP#
CLMST.MC1TYP","Entity Type
Id Number 
Id Type",IDNum_Rule_1_MAS,ID Number,Id Type & Identification Num <> BLANK or contain 'DUMMY' or 'dummy' or 'Dummy',,CLMST,CLMST.C1ICP#,CLMST,CLMST.MC1TYP,,,Cannot be blank or contain some values with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_ID_TYPE
TRN_CPDF_DBF.M_CUST_IC","Entity Type
Id Number 
Id Type",IDNum_Rule_1_MRX,ID Number,Id Type & Identification Num <> BLANK or contain 'DUMMY' or 'dummy' or 'Dummy',,TRN_CPDF_DBF,TRN_CPDF_DBF.M_CUST_IC,TRN_CPDF_DBF,TRN_CPDF_DBF.M_ID_TYPE,,,Cannot be blank or contain some values with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldPrimeIdentificationType
tblCustomers.fldNewNRICNum
tblCustomers.fldOldNRICNum
tblCustomers.fldBNMAssignedID
tblCustomers.fldPassportNum","Entity Type
Id Number = All
Id Type = All",IDNum_Rule_1_POR,ID Number,Id Type & Identification Num <> BLANK or contain 'DUMMY' or 'dummy' or 'Dummy',,tblCustomers,"tblCustomers.fldNewNRICNum,tblCustomers.fldOldNRICNum,tblCustomers.fldBNMAssignedID,tblCustomers.fldPassportNum",tblCustomers,"tblCustomers.fldPrimeIdentificationType
",,,Cannot be blank or contain some values with Entity Type
TCS,Loan and Deposit,"MIS004,MIS015","MI004_CUSTOMER_TYPE
MI004_ID_TYPE
MI004_CUSVDD_ID1
MI015_CUST_NO
MI015_ID_TYPE  ","Entity Type
Id Type = All
Id Number
Id number (maintainance history)
Id type  (maintainance history)",IDNum_Rule_1_TCS,ID Number,Id Type & Identification Num <> BLANK or contain 'DUMMY' or 'dummy' or 'Dummy',,"MIS004,MIS015","MIS004.MI004_CUSVDD_ID1,MIS015.MI015_CUST_NO","MIS004,MIS015","MIS004.MI004_ID_TYPE,MIS015.MI015_ID_TYPE ",,,Cannot be blank or contain some values with Entity Type
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.CUS_ID_TYP","Entity Type
Id Number = All
Id Type = All",IDNum_Rule_1_Tomswin,ID Number,Id Type & Identification Num <> BLANK or contain 'DUMMY' or 'dummy' or 'Dummy',,TMS_Customers,TMS_Customers.CUS_ID_TYP,,,,,Cannot be blank or contain some values with Entity Type
WMS,_,DL_CIF,"DL_CIF.CIF_CLIENT_ID
DL_CIF.CIF_ID_TYPE","Id Number 
Id Type",IDNum_Rule_1_WMS,ID Number,Id Type & Identification Num <> BLANK or contain 'DUMMY' or 'dummy' or 'Dummy',,DL_CIF,DL_CIF.CIF_CLIENT_ID,DL_CIF,DL_CIF.CIF_ID_TYPE,,,Cannot be blank or contain some values with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMNP1/FLMNP2
FLACM.FLMNI1/FLMNI2
FLACM.FLMTT1/FLMTT2","Entity Type
Nationality
Id Type = New IC
Id Number = New IC",IDNum_Rule_2_AMS,ID Number,Id type = to NRIC Num (06) then Citizen must be 'MY',"Nationality/ID type/ID Number detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for Nationality/ID type/ID Number

Id type is stored in FLMTT1/FLMTT2 in char 3_4 (it's a shared field in source system)",FLACM,"FLACM.FLMNI1,FLACM.FLMNI2",FLACM,"FLACM.FLMNP1,FLACM.FLMNP2,FLACM.FLMNI1,FLACM.FLMNI2,FLACM.FLMTT1,FLACM.FLMTT2",,,Equals value if another column = value with Entity Type
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFSSNO
CFMASTCFSSCD","Entity Type
Id Number 
Id Type
",IDNum_Rule_2_CLS,ID Number,"Id type = to NRIC No (AMK, APR) then Citizen must be MY",,CFMAST,CFMAST.CFSSCD,CFMAST,CFMAST.CFSSNO,,,Equals value if another column = value with Entity Type
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY_TYPE
FTDWM601.CB_NEW_ICNO
FTDWM601.CB_NEW_ICNO_ID_TYPE","Entity Type
Id Type = New IC
Id Number = New IC",IDNum_Rule_2_CPR,ID Number,Id type = to NRIC (0006) then Citizen must be 'MY',,FTDWM601,FTDWM601.CB_NEW_ICNO,FTDWM601,FTDWM601.CB_NEW_ICNO_ID_TYPE,,,Equals value if another column = value with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_ID_TYPE
TRN_CPDF_DBF.M_CUST_IC","Entity Type
Id Type = New IC
Id Number = New IC",IDNum_Rule_2_MRX,ID Number,Id type = to NRIC (0006) then Citizen must be 'MY',,TRN_CPDF_DBF,TRN_CPDF_DBF.M_CUST_IC,TRN_CPDF_DBF,TRN_CPDF_DBF.M_ID_TYPE,,,Equals value if another column = value with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldPrimeIdentificationType
tblCustomers.fldNewNRICNum
tblCustomers.fldNationality
","Entity Type
Id Type = New IC
Id Number = New IC
Nationality",IDNum_Rule_2_POR,ID Number,Id type = to NRIC (0006) then Citizen must be 'MY',,tblCustomers,tblCustomers.fldNewNRICNum,tblCustomers,"tblCustomers.fldNationality,tblCustomers.fldPrimeIdentificationType",,,Equals value if another column = value with Entity Type
TCS,Loan and Deposit,MIS004,"MI004_CUSTOMER_TYPE
MI004_ID_TYPE
MI004_CUSVDD_ID1","Entity Type
Id Type = New IC
Id Number = New IC",IDNum_Rule_2_TCS,ID Number,Id type = to NRIC (0006) then Citizen must be 'MY',,MIS004,MIS004.MI004_CUSVDD_ID1,MIS004,MIS004.MI004_ID_TYPE,,,Equals value if another column = value with Entity Type
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.CUS_ID_TYP
TMS_Customers.NATIONALITY_CODE","Entity Type
Id Type = New IC
Id Number = New IC
",IDNum_Rule_2_Tomswin,ID Number,Id type = to NRIC (0006) then Citizen must be 'MY',,TMS_Customers,TMS_Customers.NATIONALITY_CODE,TMS_Customers,TMS_Customers.CUS_ID_TYP,,,Equals value if another column = value with Entity Type
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1IDTP
CLMST.C1ICP#","Entity Type
Id Type
ID number = 0006 (New IC), 0007 (Army Identity Card)",IDNum_Rule_3_EAM,ID Number,"If Ctzn='MY', then Id type must be NRIC Num (0006)",,CLMST,CLMST.C1ICP#,CLMST,CLMST.C1IDTP,,,Equals value if another column = value with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_ID_TYPE
TRN_CPDF_DBF.M_CUST_IC
TRN_CPDF_DBF.M_UDF_CNTRY","Entity Type
Id Type/ID number = 0006 (New IC), 0007 (Army Identity Card)
Nationality",IDNum_Rule_3_MRX,ID Number,"If Ctzn='MY', then Id type must be NRIC Num (0006)",,TRN_CPDF_DBF,TRN_CPDF_DBF.M_CUST_IC,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_ID_TYPE,TRN_CPDF_DBF.M_UDF_CNTRY",,,Equals value if another column = value with Entity Type
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.CUS_ID_TYP
TMS_Customers.NATIONALITY_CODE","Entity Type
Id Type
ID number = 0006 (New IC) 0007 (Army Identity Card)",IDNum_Rule_3_Tomswin,ID Number,"If Ctzn='MY', then Id type must be NRIC Num (0006)",,TMS_Customers,TMS_Customers.NATIONALITY_CODE,TMS_Customers,TMS_Customers.CUS_ID_TYP,,,Equals value if another column = value with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMNI1
FLACM.FLMNI2
FLACM.FLMTT1
FLACM.FLMTT2",Id Type / Id Number = All,IDNum_Rule_4_AMS,ID Number,"Cannot hv > 1 Cust with same ID Num/ID type
GCIF ONLY","ID type/ ID numberr detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for ID type/ ID number

Id type is stored in FLMTT1/FLMTT2 in char 3_4 (it's a shared field in source system)",FLACM,"FLACM.FLMBGC,FLACM.FLMNI1,FLACM.FLMNI2,FLACM.FLMTT1,FLACM.FLMTT2",,,,,Cannot have more than 1 customers with same values for 2 columns with Entity Type
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFSSNO
CFMASTCFSSCD
","Entity Type
Id Number 
Id Type

",IDNum_Rule_4_CLS,ID Number,"Cannot hv > 1 Cust with same ID Num/ID type
GCIF ONLY",,CFMAST,"CFMAST.CFSSNO,CFMASTCFSSCD",,,,,Cannot have more than 1 customers with same values for 2 columns with Entity Type
CPR,_,"FTDWM601
FTDWD613","For Individual
FTDWM601.CB_CUSTOMER_IDNO
FTDWM601.CB_POLICE_IC_NO
FTDWM601.CB_ARMY_IC_NO
FTDWM601.CB_BNM_ASG_ID
FTDWM601.CB_OLD_IC_NO
FTDWM601.CB_NEW_IC_NO
FTDWM601.CB_PASSP_NO
FTDWM601.CB_NEW_ICNO_ID_TYPE
FTDWM601.CB_OLD_ICNO_ID_TYPE
FTDWM601.CB_PASSP_NO_ID_TYPE
FTDWM601.CB_ARMY_IC_NO_ID_TYPE
FTDWM601.CB_POLICE_IC_NO_ID_TYPE
FTDWM601.CB_BNM_ASG_ID_TYPE

For ORG
FTDWD613.CO_CORPORATE_ID
FTDWD613.CO_COMP_REG_NO
FTDWD613.CO_COMP_REG_NO2
FTDWD613.CO_BNM_ASG_ID_TYPE
FTDWD613.CO_COMP_REG_NO_ID_TYPE
FTDWD613.CO_COMP_REG_NO2_ID_TYPE",Id Type / Id Number = All,IDNum_Rule_4_CPR,ID Number,"Cannot hv > 1 Cust with same ID Num/ID type
GCIF ONLY",,"FTDWM601,FTDWD613","FTDWM601.CB_CUSTOMER_IDNO,FTDWM601.CB_POLICE_IC_NO,FTDWM601.CB_ARMY_IC_NO,FTDWM601.CB_BNM_ASG_ID,FTDWM601.CB_OLD_IC_NO,FTDWM601.CB_NEW_IC_NO,FTDWM601.CB_PASSP_NO,FTDWM601.CB_NEW_ICNO_ID_TYPE,FTDWM601.CB_OLD_ICNO_ID_TYPE,FTDWM601.CB_PASSP_NO_ID_TYPE,FTDWM601.CB_ARMY_IC_NO_ID_TYPE,FTDWM601.CB_POLICE_IC_NO_ID_TYPE,FTDWM601.CB_BNM_ASG_ID_TYPE&&FTDWD613.CO_CORPORATE_ID,FTDWD613.CO_COMP_REG_NO,FTDWD613.CO_COMP_REG_NO2,FTDWD613.CO_BNM_ASG_ID_TYPE,FTDWD613.CO_COMP_REG_NO_ID_TYPE,FTDWD613.CO_COMP_REG_NO2_ID_TYPE",,,,,Cannot have more than 1 customers with same values for 2 columns with Entity Type
EAM,_,CLMST,"CLMST.C1IDTP
CLMST.C1ICP#",Id Type / Id Number = All,IDNum_Rule_4_EAM,ID Number,"Cannot > 1 Cust with same ID Num & type
FOR GCIF ONLY",,CLMST,"CLMST.C1IDTP,CLMST.C1ICP#",,,,,Cannot have more than 1 customers with same values for 2 columns with Entity Type
MAS,_,CLMST,"CLMST.MC1TYP
CLMST.C1ICP#",Id Type / Id Number = All,IDNum_Rule_4_MAS,ID Number,"Cannot > 1 Cust with same ID Num & type
FOR GCIF ONLY",,CLMST,"CLMST.C1IDTP,CLMST.C1ICP#",,,,,Cannot have more than 1 customers with same values for 2 columns with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_ID_TYPE
TRN_CPDF_DBF.M_CUST_IC
TRN_CPDF_DBF.M_CUST_REG",Id Type / Id Number = All,IDNum_Rule_4_MRX,ID Number,"Cannot hv > 1 Cust with same ID Num/ID type
GCIF ONLY",,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_ID_TYPE,TRN_CPDF_DBF.M_CUST_IC,TRN_CPDF_DBF.M_CUST_REG",,,,,Cannot have more than 1 customers with same values for 2 columns with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldPrimeIdentificationType
tblCustomers.fldCompanyRegNum
tblCustomers.fldNewNRICNum
tblCustomers.fldOldNRICNum
tblCustomers.fldBNMAssignedID
tblCustomers.fldPassportNum",Id Type / Id Number = All,IDNum_Rule_4_POR,ID Number,"Cannot hv > 1 Cust with same ID Num/ID type
GCIF ONLY",,tblCustomers,"tblCustomers.fldEntityType,tblCustomers.fldPrimeIdentificationType,tblCustomers.fldCompanyRegNum,tblCustomers.fldNewNRICNum,tblCustomers.fldOldNRICNum,tblCustomers.fldBNMAssignedID,tblCustomers.fldPassportNum",,,,,Cannot have more than 1 customers with same values for 2 columns with Entity Type
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.CUS_ID_TYP
","Entity Type
Id Type
Id Number = All",IDNum_Rule_4_Tomswin,ID Number,"Cannot hv > 1 Cust with same ID Num/ID type
GCIF ONLY",,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE,TMS_Customers.CUS_ID_TYP",,,,,Cannot have more than 1 customers with same values for 2 columns with Entity Type
EAM,_,CLMST,"CLMST.C1IDTP
CLMST.C1ICP#
CLMST.C1TYPE
","Entity Type
Id Type / Id Number",IDNum_Rule_5_EAM,ID Number,'Id Type'!A1,,CLMST,CLMST.C1ICP#,CLMST,CLMST.C1IDTP,,,Cannot be blank or null with Entity Type
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.MC1TYP
CLMST.C1ICP#","Entity Type
Id Type
Id Number",IDNum_Rule_5_MAS,ID Number,'Id Type'!A1,,CLMST,CLMST.C1ICP#,CLMST,CLMST.C1IDTP,,,Cannot be blank or null with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMNI1
FLACM.FLMNI2
FLACM.FLMTT1
FLACM.FLMTT2
FLACM.FLMSTC","Entity Type
Id Type = Biz Reg (12)
Id Number
State  = Sabah & S'wak",IDNum_Rule_6_AMS,ID Number,"For ID Type/Id Num = 12 (Biz Reg_Registered With East M'sia Dist Office), to valiDt against Addr at least one State must be Sabah or Sarawak","ID type/ ID number detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for ID type/ ID number

Id type is stored in FLMTT1/FLMTT2 in char 3_4 (it's a shared field in source system)",FLACM,"FLACM.FLMNI1,FLACM.FLMNI2,FLACM.FLMTT1,FLACM.FLMTT2",FLACM,FLACM.FLMSTC,,,State specific check involving 2 or more state columns must be a value when another column = value
CLS,_,"CFMAST
CFADDR","CFMAST.CFCOD2
CFMAST.CFSSCD
CFMAST.CFSSNO
CFADDR.CFSTAT","Entity Type
Id Type = Biz Reg (CEM)
Id Number
State  = Sabah & S'wak",IDNum_Rule_6_CLS,ID Number,"For ID Type/Id Num = CEM (Biz Reg_Registered With East M'sia Dist Office), to valiDt against Addr at least one State must be Sabah or Sarawak",,CFMAST,"CFMAST.CFSSCD,CFMAST.CFSSNO",CFADDR,CFADDR.CFSTAT,,,State specific check involving 2 or more state columns must be a value when another column = value
CPR,_,"FTDWM601
FTDWD613","FTDWD613.CO_ENTITY_TYP
FTDWD613.CO_REG_IND
FTDWM601.CB_BILL_ADDR_CD
FTDWM601.CB_HOME_STATE
FTDWM601.CB_CO_STATE
FTDWM601.CB_ALT1_BILL_ADDR_STATE","Entity Type
Id Number = Registered in Sabah/Swak
State",IDNum_Rule_6_CPR,ID Number,"For ID Type/Id Num = 0012 (Biz Reg_Registered With East M'sia Dist Office), to valiDt against Addr at least one State must be Sabah or Sarawak",,"FTDWM601,FTDWD613","FTDWD613.CO_REG_IND,FTDWM601.CB_BILL_ADDR_CD",FTDWM601,"FTDWM601.CB_HOME_STATE,FTDWM601.CB_CO_STATE,FTDWM601.CB_ALT1_BILL_ADDR_STATE",,,State specific check involving 2 or more state columns must be a value when another column = value
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_ID_TYPE
TRN_CPDF_DBF.M_CUST_REG
TRN_CPDF_DBF.M_STCODE","Entity Type
Id Type
Id Number = Biz Reg (0012)
State  = Sabah & S'wak",IDNum_Rule_6_MRX,ID Number,"For ID Type/Id Num = 0012 (Biz Reg_Registered With East M'sia Dist Office), to valiDt against Addr at least one State must be Sabah or Sarawak",,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_ID_TYPE,TRN_CPDF_DBF.M_CUST_REG",TRN_CPDF_DBF,TRN_CPDF_DBF.M_STCODE,,,State specific check involving 2 or more state columns must be a value when another column = value
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldPrimeIdentificationType
tblCustomers.fldCompanyRegNum
tblCustomers.fldPermState
tblCustomers.fldCorrState","Entity Type
Id Type = Biz Reg (0012)
Id Number
Permenant State  = Sabah & S'wak
Correspondence State  = Sabah & S'wak",IDNum_Rule_6_POR,ID Number,"For ID Type/Id Num = 0012 (Biz Reg_Registered With East M'sia Dist Office), to valiDt against Addr at least one State must be Sabah or Sarawak",,tblCustomers,"tblCustomers.fldPrimeIdentificationType,tblCustomers.fldCompanyRegNum",tblCustomers,"tblCustomers.fldPermState,tblCustomers.fldCorrState",,,State specific check involving 2 or more state columns must be a value when another column = value
TCS,Loan and Deposit,MIS004,"MIS004.MI004_CUSTOMER_TYPE
MIS004.MI004_ID_TYPE
MIS004.MI004_CUSVDD_ID1
MIS004.MI004_CUSVAA_STATE_CODE","Entity Type
Id Type = Biz Reg (0012)
Id Number
State  = Sabah & S'wak",IDNum_Rule_6_TCS,ID Number,"For ID Type/Id Num = 0012 (Biz Reg_Registered With East M'sia Dist Office), to valiDt against all Addr at least one State must be Sabah or Sarawak",,MIS004,"MIS004.MI004_ID_TYPE,MIS004.MI004_CUSVDD_ID1",MIS004,MIS004.MI004_CUSVAA_STATE_CODE,,,State specific check involving 2 or more state columns must be a value when another column = value
TCS,Loan and Deposit,"MIS004,MIS007","MI004_CUSTOMER_TYPE
MI004_NATONALITY_CD
MI007_PAYROLL_FLAG
MI004_EMPLOYER_NAME
MI004_VISA_TYPE","Entity Type
Ctzn/Nationality
Payroll Flag
Employer Name
Visa Type",CTZN_Rule_2_TCS,Nationality,"If Ctzn = to sanction ctry, then Employer name <> blank or Payroll = 'Y'  OR Visa type = 'MM2H' (Malysia my Second Home) or Student Visa or Dependant Pass",,MIS004,"MI004.MI004_NATONALITY_CD
",MIS004,"MIS004.MI007_PAYROLL_FLAG,MIS004.MI004_EMPLOYER_NAME,MIS004.MI004_VISA_TYPE",,,3 main columns values when another column = some values with Entity Type
AMS,_,FLACM,"FLACM.FLMBGC
FLACM.FLMNP1
FLACM.FLMNP2","Entity Type
Ctzn/Nationality",CTZN_Rule_4_AMS,Nationality,Citizen <> 'OT' (OTHERS),"Nationality detail for customer for join account is separated into different fields
eg. Borrower 1 detail 1 field, Borrower 2 details another 1 field

If individual account, only take the first field for Nationality",FLACM,"FLACM.FLMNP1,FLACM.FLMNP2 ",,,,,Cannot equals to value with Entity Type
CLS,_,CFMAST,"CFMAST.CFCOD2
CFMAST.CFCITZ","Entity Type
Ctzn/Nationality",CTZN_Rule_4_CLS,Nationality,Citizen <> 'OT' (OTHERS),,CFMAST,CFMAST.CFCITZ,,,,,Cannot equals to value with Entity Type
CPR,_,FTDWM601,"FTDWM601.CB_ENTITY
FTDWM601.CB_NATIONALITY
FTDWM601.CB_BNM_ASG_ID
FTDWM601.CB_NEW_ICNO
FTDWM601.CB_OLD_ICNO
FTDWM601.CB_PASSP_NO
FTDWM601.CB_ARMY_IC_NO
FTDWM601.CB_POLICE_IC_NO","Entity Type
Ctzn/Nationality",CTZN_Rule_4_CPR,Nationality,Citizen <> 'OT' (OTHERS),,FTDWM601,FTDWM601.CB_NATIONALITY,,,,,Cannot equals to value with Entity Type
EAM,_,CLMST,"CLMST.C1TYPE
CLMST.C1NLTY","Entity Type
Ctzn/Nationality",CTZN_Rule_4_EAM,Nationality,Citizen <> 'OT' (OTHERS),,CLMST,CLMST.C1NLTY,,,,,Cannot equals to value with Entity Type
MAS,_,CLMST,"CLMST.C1TYPE
CLMST.MC1TYP
CLMST.C1ICP#
CLMST.C1NLTY","Entity Type
Ctzn/Nationality",CTZN_Rule_4_MAS,Nationality,Citizen <> 'OT' (OTHERS),,CLMST,CLMST.C1NLTY,,,,,Cannot equals to value with Entity Type
MRX,_,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_CUST_TYPE
TRN_CPDF_DBF.M_UDF_CNTRY
TRN_CPDF_DBF.M_ID_TYPE
TRN_CPDF_DBF.M_CUST_IC","Entity Type
Ctzn/Nationality",CTZN_Rule_4_MRX,Nationality,Citizen <> 'OT' (OTHERS),,TRN_CPDF_DBF,"TRN_CPDF_DBF.M_UDF_CNTRY,TRN_CPDF_DBF.M_ID_TYPE,TRN_CPDF_DBF.M_CUST_IC",,,,,Cannot equals to value with Entity Type
POR,_,tblCustomers,"tblCustomers.fldEntityType
tblCustomers.fldNationality","Entity Type
Ctzn/Nationality",CTZN_Rule_4_POR,Nationality,Citizen <> '174' (OTHER),,tblCustomers,tblCustomers.fldNationality,,,,,Cannot equals to value with Entity Type
TCS,Loan and Deposit,MIS004,"MI004_CUSTOMER_TYPE
MI004_ID_TYPE
MI004_ID_DOC_TYP
MI004_NATONALITY_CD","Entity Type
Id Type = Other (0005)
Document Type
Nationality",CTZN_Rule_4_TCS,Nationality,If Ctzn = 'OT' (OTHERS) then 'Document Type'must be '0005 = MyPR Stateless' or '0008 = MyKAS Stateless',,MIS004,MIS004.MI004_NATONALITY_CD,MIS004,"MI004_ID_TYPE,MIS004.MI004_ID_DOC_TYP",,,Cannot equals to value with Entity Type
Tomswin,_,TMS_Customers,"TMS_Customers.CUSTOMER_TYPE_CODE
TMS_Customers.NATIONALITY_CODE","Entity Type
Ctzn/Nationalit",CTZN_Rule_4_Tomswin,Nationality,Citizen <> 'OT' (OTHERS),,TMS_Customers,TMS_Customers.NATIONALITY_CODE,,,,,Cannot equals to value with Entity Type
TCS,Loan and Deposit,MIS004,"MI004_CUSTOMER_TYPE
MI004_ID_TYPE
MI004_ID_DOC_TYP
MI004_NATONALITY_CD","Entity Type
Id Type = Other (0005)
Document Type
Nationality",CTZN_Rule_5_TCS,Nationality,"If Ctzn = 'Non M'sia' & ID type ='Other_0005' , then 
'Document Type' must be below value :
_ 012 _ Borang W Reg of Birth_By M'sia High Commission
_ 013 _ Child Adoption_Non_MY'
_ 014 _ Child Adoption Certificate_My
_ 015 _ Child Adoption Certificate_Stateless
_ 016 _ 016_ Court Order /Grant of Probate / Letter of Administration _ Deceased
_ 018_ Others – Duplicate ID",,MIS004,MIS004.MI004_NATONALITY_CD,MIS004,"MIS004.MI004_ID_TYPE,MIS004.MI004_ID_DOC_TYP
",,,Equals some values when column 1 = value 1 and column 2 = value 2
MAS,_,"CLMST
MCGD1","CLMST.C1TYPE 
MCGD1.MC1ESC
","Entity Type
Employment Sector",Employment_Sector_Rule_4_MAS,,"Empl Sec <> = ""S1000"" (Other Service Activities)",,MCGD1,MCGD1.MC1ESC,,,,,Cannot equals to value with Entity Type
